"pubchem_cid","species_name"
"5283339","codonopsis pilosula"
"11642398","eutypella scoparia"
"5281163","bryobium hyacinthoides"
"6432211","veronica polita"
"5283091","sarcophyton ehrenbergi"
"44612900","papaver radicatum"
"5382686","dermocybe cardinalis"
"101248998","cotula cinerea"
"5282768","raphanus sativus"
"unknown","clerodendrum trichotomum"
"10939749","unknown"
"10028622","phaeosphaeria fuckelii"
"46889720","stemona aphylla"
"15560101","shorea balangeran"
"23642717","bombax malabaricum "
"unknown","acinetobacter calcoaceticus"
"18100","eunicea calyculata"
"11144737","unknown"
"unknown","pinus massoniana"
"15895793","unknown"
"11197","unknown"
"6546086","methylosinus trichosporium"
"76336135","magnolia praecocissima"
"23656469","unknown"
"441856","ptilidium ciliare"
"16216518","dryopteris aemula"
"unknown","cipadessa baccifera"
"72819","ptelea trifoliata"
"11731174","unknown"
"11678667","callerya cinerea"
"9864866","unknown"
"5280888","homo sapiens"
"10988275","litsea verticillata"
"52948815","garcinia mangostana"
"5315393","epimedium sagittatum"
"10092969","unknown"
"134977","peperomia tetraphylla"
"unknown","acremonium persicinum"
"86302556","lagopsis supina"
"76330776","unknown"
"42612830","senecio chrysocoma"
"11778320","cinnamomum kotoense"
"657014","unknown"
"13916049","unknown"
"10914828","hornschuchia citriodora"
"6364615","unknown"
"44567184","unknown"
"11754973","cladiella krempfi"
"11994179","unknown"
"12570221","anacyclus pyrethrum"
"unknown","sextonia rubra"
"10939749","blastochloris viridis"
"5281163","uncaria cordata"
"21578028","populus tremula"
"24879106","neolentinus lepideus"
"73350586","unknown"
"52948815","aster bellidiastrum"
"5283203","mus musculus"
"38351420","rhinella marina"
"14331917","unknown"
"11127403","unknown"
"5281519","pyrola rotundifolia"
"91668395","encephalosphaera lasiandra"
"3055167","unknown"
"6442618","tussilago farfara"
"13992184","fusarium sporotrichioides"
"12443227","corynanthe pachyceras"
"44563511","unknown"
"6441280","mycobacterium leprae"
"10914066","unknown"
"44566638","unknown"
"21574473","portulaca oleracea"
"643002","unknown"
"46899163","unknown"
"91439","unknown"
"118712561","unknown"
"11678667","tetrapanax papyrifer"
"6321405","sonchus gummifer"
"509270","aster bellidiastrum"
"42645953","eucalyptus camaldulensis"
"165675","ceanothus velutinus"
"442789","eucalyptus rubida"
"5319333","unknown"
"14108943","streptomyces mobaraensis"
"7798110","unknown"
"189457","unknown"
"23426771","symphyocladia latiuscula"
"44610809","peltodon longipes"
"unknown","thymbra spicata"
"unknown","trichodesmium thiebautii"
"11779567","unknown"
"unknown","cetonia aurata"
"10076785","primula veris"
"5280886","homo sapiens"
"14282775","pinus strobus"
"unknown","unknown"
"49831390","rhaphiolepis indica"
"21670042","unknown"
"44575249","angelica sinensis"
"44715189","unknown"
"56926618","unknown"
"unknown","unknown"
"45","pogostemon cablin"
"73350586","unknown"
"5480299","ramalina paludosa"
"441893","morinda citrifolia"
"52948815","unknown"
"unknown","orthoscuticella ventricosa"
"132524532","periconia sp."
"unknown","aspergillus sp."
"unknown","zoanthus vietnamensis"
"11268458","isodon rubescens "
"25232021","polygala fruticosa"
"unknown","unknown"
"10413810","enterolobium cyclocarpum"
"11754973","aristolochia elegans"
"122178948","veratrum nigrum"
"unknown","unknown"
"629964","alligator mississippiensis"
"25243078","lespedeza floribunda"
"unknown","goniothalamus howii"
"5320475","phorbas amaranthus"
"14282775","kokoona reflexa"
"46872583","phellinus igniarius"
"11566680","polyalthia evecta"
"94160","drymaria cordata"
"3008861","unknown"
"11289099","asclepias incarnata"
"91668395","pseudomonas aeruginosa"
"73353883","coreopsis grandiflora"
"11178957","penicillium thiersii"
"11994178","unknown"
"18100","beilschmiedia obtusifolia"
"73347667","antiaris toxicaria"
"629964","bubalus bubalis"
"46906382","inula hupehensis"
"44559797","unknown"
"25208602","teucrium betonicum"
"16086557","cedrela sinensis "
"46939503","unknown"
"16066749","coreopsis fasciculata"
"72715428","unknown"
"132489986","phaeoacremonium sp."
"134977","unknown"
"24898039","laurencia rigida"
"25180710","unknown"
"441575","sorbus aucuparia"
"11169890","unknown"
"185766","arachniodes dimorphophylla"
"134977","citrus hassaku"
"44566278","lonchocarpus costaricensis"
"86302559","unknown"
"12303810","unknown"
"5318882","sophora tonkinensis"
"44568404","unknown"
"6451093","clonostachys rosea"
"9912251","unknown"
"122186898","scutellaria barbata"
"44268166","pentachondra pumila"
"76308534","westiellopsis prolifica"
"25232020","oroxylum indicum"
"unknown","unknown"
"442320","centaurea africana"
"20055286","acorus tatarinowii"
"46939503","rana catesbeiana"
"122857","pinus monophylla"
"153557","lithothamnion corallioides"
"56678971","camellia sinensis"
"92138","unknown"
"5317050","podocarpus salignus"
"54671714","inula hupehensis"
"10926754","zanthoxylum acanthopodium"
"11455840","yponomeuta malinellus"
"11566620","salvia hispanica"
"5316819","fragaria vesca"
"5281676","distemonanthus benthamianus"
"132606960","penicillium concentricum"
"441443;25246035","ophiocoma dentata"
"127041378","casearia graveolens"
"1268090","litsea cubeba"
"20055771","aconitum kusnezoffii"
"57398539","ganoderma lucidum"
"109374149","aspergillus terreus"
"10438744","chroogomphus rutilus"
"11144807","ferula assa-foetida"
"11377284","nostoc sp. gsv224"
"10266599","unknown"
"76308534","flindersia australis"
"12097","akebia trifoliata"
"24878961","unknown"
"unknown","setosphaeria holmii"
"10438744","unknown"
"5280881","unknown"
"5318262","dalbergia odorifera"
"unknown","triadica cochinchinensis"
"14284664","unknown"
"5281676","baileya pauciradiata"
"132525356","saccharothrix sp."
"71454057","unknown"
"21635581","stenocereus alamosensis"
"11484538","unknown"
"12304330","unknown"
"71458332","anabaena sp. "
"44568920","unknown"
"5318644","trifolium apertum"
"unknown","xylodon flaviporus"
"6321405","unknown"
"830726","bursera kerberi"
"10067332","prosopis kuntzei"
"49831389","rhaphiolepis indica"
"57620293","plectranthus amboinicus"
"5318045","thymus vulgaris"
"122178543","tabernaemontana bufalina"
"25202931","unknown"
"54581405","illicium oligandrum "
"20055795","camellia japonica"
"11011966","salvia miltiorrhiza"
"25180709","aspergillus sp."
"21589503","unknown"
"44566942","unknown"
"73395","citrus trifoliata"
"185415","unknown"
"unknown","euphorbia royleana"
"5320475","eumorphia sericea"
"44584001","caesalpinia crista"
"65033","unknown"
"unknown","osteomeles schwerinae"
"10384912","dalbergia stipulacea"
"44575470","unknown"
"unknown","lindera umbellata"
"134715217","unknown"
"15379012","tephrosia pumila"
"11793120","cortinarius odoratus"
"5319972","unknown"
"10438744","igernella notabilis"
"10876986","cestrum nocturnum"
"44444916","salix rosmarinifolia"
"unknown","unknown"
"54671620","phlomis fruticosa"
"71453067","unknown"
"25232020","thalictrum podocarpum"
"11011966","unknown"
"10373534","cassinia aculeata"
"92275","valeriana jatamansi"
"72205998","unknown"
"25087441","helichrysum candolleanum"
"11754973","eucalyptus alba"
"622222","rhododendron latoucheae"
"11441439","unknown"
"10614247","heliotropium megalanthum"
"19089","pandanus tectorius"
"10384912","unknown"
"52948704","podocarpus hallii"
"12242815","asarum heterotropoides"
"15838686","aulacomnium androgynum"
"4056967","eucalyptus albens"
"44419496","streptomyces filamentosus"
"5319323","rheum officinale"
"5316590","penicillium herquei"
"16216647","grateloupia elliptica"
"unknown","bletilla striata"
"46849022","unknown"
"46907039","xylopia caudata"
"71454057","sphacelaria arctica"
"52940771","zingiber zerumbet"
"73360","dalbergia candenatensis"
"71461983","hubertia tomentosa"
"46933086","monopteryx uaucu"
"10089924","unknown"
"unknown","unknown"
"657014","pinellia ternata"
"10469","unknown"
"71681245","methanosarcina barkeri"
"76316609","unknown"
"21778114","symphyocladia latiuscula"
"57409865","unknown"
"12242815","curcuma kwangsiensis"
"105119","unknown"
"11786187","monanchora unguiculata"
"44157607","salvia dominica"
"10071564","ligularia lamarum"
"29029","isatis tinctoria"
"17288;5248351","delonix regia"
"unknown","phomopsis sp."
"442728","rhodiola crenulata"
"unknown","scedosporium apiospermum"
"11148775","aonidiella aurantii"
"unknown","pterolobium macropterum"
"unknown","sophora alopecuroides"
"44445795","corymbia scabrida"
"11513780","unknown"
"11464176","cryptocarya pleurosperma"
"6453733","parectatosoma mocquerysi"
"5281163","sanguinaria canadensis"
"24813209","unknown"
"12310641","toxicodendron vernicifluum"
"76330776","phaleria macrocarpa"
"12303802","agave shawii"
"101702","unknown"
"unknown","polyalthia parviflora"
"76328124","unknown"
"10815254","kunzea ericifolia"
"10951947","orthosiphon stamineus"
"5281658","heterocapsa niei"
"25751148","lachnoanaerobaculum saburreum"
"11209156","unknown"
"44584541","fusarium sporotrichioides"
"11486817","unknown"
"10959332","spodoptera littoralis"
"unknown","euphorbia esula"
"10563048","trichoderma virens"
"20055771","aconitum soongaricum"
"15953774","epilobium hirsutum"
"14284664","sextonia rubra"
"7069830","lethariella sernanderi"
"11607311","unknown"
"12309694","unknown"
"16083141","phyllanthus oxyphyllus"
"unknown","unknown"
"442980","rubus moluccanus"
"14353469","mikania luetzelburgii"
"5323554","hyoscyamus niger"
"44559148","unknown"
"46887713","unknown"
"5316590","myrica rubra "
"91440115","malacosoma americanum"
"44583688","senecio integerrimus"
"76328124","guatteria boliviana"
"10466747","litsea verticillata"
"11903","arachis hypogaea"
"44419497","streptomyces filamentosus"
"71716739","coleostephus myconis"
"127025227","phytolacca americana"
"196854","leonurus japonicus"
"5319322","unknown"
"442809","spodoptera exigua"
"11043090","unknown"
"830726","eucalyptus albens"
"unknown","murraya alata"
"11488838","unknown"
"unknown","polygala flavescens"
"11441439","miscanthus sacchariflorus"
"44568454","dendronephthya sp."
"24744900","unknown"
"9725","narcissus tazetta"
"11221150","stellaria dichotoma"
"132606994","spongia pertusa"
"520423","unknown"
"479498","lithospermum erythrorhizon"
"42612830","magnaporthe oryzae"
"13916049","unknown"
"44566947","warionia saharae"
"74706","isatis tinctoria"
"60200220","unknown"
"44346830","unknown"
"76331806","anemone flaccida"
"86302558","cimex lectularius"
"96191","hymenodictyon excelsum"
"23656472","unknown"
"154279","lactarius mitissimus"
"76317186","unknown"
"unknown","ouratea spectabilis"
"72819","phellodendron amurense"
"10358881","corydalis yanhusuo"
"6436630","homo sapiens"
"44178672","fumaria indica"
"92221","forsythia viridissima"
"11197","unknown"
"44310181","glinus oppositifolius"
"44559596","cicuta maculata"
"46209786","intsia bijuga"
"21115200","carpobrotus edulis"
"unknown","pseudoalteromonas rubra"
"363209","coptis japonica"
"14177663","gentiana rigescens"
"14162647","unknown"
"44575502","protium heptaphyllum"
"15601439","justicia betonica"
"15953774","unknown"
"24854649","unknown"
"44358121","sarcococca saligna"
"14282775","maesa ramentacea"
"11678667","delphinium cashmerianum"
"36406703","rhododendron latoucheae"
"72705440","haliclona sp."
"165675","unknown"
"60201376","unknown"
"5280881","ecteinascidia thurstoni"
"11297287","crinum defixum"
"56599664","lonicera japonica"
"15838686","osteophloeum platyspermum"
"11197","aloe ferox"
"10246301","echinodorus macrophyllus"
"9832350","euploca racemosa"
"6920","tricholoma acerbum"
"10992937","ferula fukanensis"
"125468","daucus carota"
"57394258","gnetum montanum"
"unknown","trichilia hirta"
"71681103","nonomuraea dietziae"
"93332","drosophyllum lusitanicum"
"90655429","stichoneuron caudatum"
"unknown","oplopanax horridus"
"46849499","unknown"
"6324775","canis lupus familiaris"
"5316819","rhodobacter sphaeroides"
"76962086","unknown"
"45481969","unknown"
"unknown","rhododendron auriculatum"
"16119667","unknown"
"10061042","unknown"
"13779265","echinopsis latifolius "
"5281519","zingiber officinale"
"10076785","orthosiphon stamineus"
"75552","carya illinoinensis"
"13916049","pistia stratiotes"
"23682805","unknown"
"11724027","unknown"
"10865013","euphorbia decipiens"
"unknown","uncaria rhynchophylla"
"21578028","unknown"
"12303802","carpinus cordata"
"10263052","halocynthia papillosa"
"71461984","unknown"
"6321405","malus sieboldii"
"122184838","pleiogynium timoriense"
"10040339","unknown"
"5491798","unknown"
"11037703","unknown"
"44584022","pachysandra procumbens"
"6483647","lactarius mitissimus"
"11178957","aconitum legendrei"
"76325969","aspergillus fumigatus"
"6971022","salvia trijuga"
"23656469","dialium excelsum"
"11490943","stephania succifera"
"10400162","dioscorea nipponica"
"92138","amycolatopsis lurida"
"11084315","scrophularia lepidota"
"15276284","taiwania cryptomerioides"
"10951947","unknown"
"101248998","nerine bowdenii"
"632958","citrus trifoliata"
"44585468","euphorbia resinifera"
"71681245","pachygone dasycarpa"
"unknown","unknown"
"unknown","elsholtzia ciliata"
"44421782","unknown"
"10598308","unknown"
"unknown","clavariopsis aquatica"
"16104902","unknown"
"44566305","unknown"
"44178672","schumanniophyton magnificum"
"44566959","unknown"
"10440177","unknown"
"23427088","unknown"
"24879218","streptomyces sp. hb202"
"57408284","paepalanthus geniculatus"
"unknown","psydrax subcordata"
"6971022","polygonatum cyrtonema"
"132967476","taxus wallichiana"
"73349182","penicillium sp."
"5316843","unknown"
"71725779","curcuma phaeocaulis"
"71451577","xylopia aethiopica"
"54671898","kalopanax pictus "
"122178943","unknown"
"57381514","micromonospora sp."
"6441280","unknown"
"56655570","unknown"
"44627500","sarcandra glabra"
"44424392","manduca sexta"
"439423","guanomyces polythrix"
"24862286","unknown"
"10939749","unknown"
"unknown","asarum asaroides"
"unknown","unknown"
"9864866","helichrysum nudifolium"
"71725620","cladosporium sp."
"5280881","palhinhaea cernua"
"6453733","zanthoxylum simulans"
"90670665","unknown"
"6432211","pogostemon hirsutus"
"5281279","aconitum japonicum"
"5321674","taxus wallichiana"
"11092680","flindersia brayleyana"
"44559589","cicuta maculata"
"42604058","sinularia depressa"
"44584532","briareum asbestinum"
"174673","citrus tachibana"
"24799329","unknown"
"11071897","lindera umbellata"
"12303810","unknown"
"10937812","unknown"
"4056967","clerodendrum trichotomum"
"44422966","unknown"
"25180708","kobresia nepalensis"
"9986606","neopicrorhiza scrophulariiflora"
"165675","artemisia argyi"
"11631769","fritillaria walujewii"
"unknown","unknown"
"3001918","antillogorgia elisabethae"
"11165955","caesalpinia crista"
"10942114","helleborus orientalis"
"44604690","scutellaria barbata"
"unknown","eurycoma longifolia"
"44254885","unknown"
"5318045","colchicum macedonicum"
"5321205","unknown"
"11476306","phorbas amaranthus"
"60201377","unknown"
"68128","unknown"
"10440817","polygala flavescens"
"unknown","pieris japonica"
"70682697","pachysandra terminalis"
"unknown","unknown"
"unknown","parasenecio hastatus"
"10791345","psychotria serpens"
"44423028","unknown"
"49831343","rhaphiolepis indica"
"89048","unknown"
"25180896","achillea macrophylla"
"10291003","centella asiatica"
"657014","unknown"
"23656472","quercus marilandica"
"5319480","bletilla striata"
"25243247","lespedeza floribunda"
"11455867","clusia torresii"
"11178957","pieris brassicae"
"11071897","orthosiphon aristatus"
"50900235","bussea sakalava"
"44575742","polygonatum zanlanscianense"
"unknown","unknown"
"80001","aglaia spectabilis"
"5480299","unknown"
"44444914","euphorbia hylonoma"
"44585468","penicillium alutaceum"
"71720006","curcuma heyneana"
"5281946","unknown"
"68540305","aconitum sachalinense"
"11757351","cylindrospermum licheniforme"
"447434","unknown"
"unknown","senna siamea"
"15601439","eucryphia cordifolia"
"12097","panax ginseng"
"14282775","monodora tenuifolia"
"14376452","davallia mariesii"
"21625854","unknown"
"11293291","unknown"
"5316590","oophaga pumilio"
"51354124","daldinia concentrica"
"9928523","juniperus rigida"
"46878940","aralidium pinnatifidum"
"96191","rhodopentas bussei"
"12303802","hopea jucunda"
"75552","allium sativum"
"12592","senna alexandrina"
"363","escherichia coli"
"91668395","chamaecyparis lawsoniana"
"5319333","bassia muricata"
"5318045","unknown"
"71461984","ophidiaster ophidianus"
"11513780","pseudomonas chlororaphis"
"3036251","licaria chrysophylla"
"86302557","lagopsis supina"
"83352808","portulaca oleracea"
"25180710","gardenia collinsae"
"44585468","dermocybe cardinalis"
"12311104","dioscorea nipponica"
"unknown","unknown"
"657014","artemisia iwayomogi"
"23260007","emerita analoga"
"unknown","tabernaemontana corymbosa"
"10448","unknown"
"14861368","unknown"
"unknown","clerodendrum trichotomum"
"602258","citrus unshiu"
"442320","unknown"
"20055286","chelidonium majus"
"12303802","unknown"
"9992881","subergorgia suberosa"
"11751616","epimedium grandiflorum"
"11197","unknown"
"44424605","alvaradoa haitiensis "
"15548728","eriogaster lanestris"
"127043006","glycyrrhiza uralensis"
"5319333","unknown"
"6093180","veratrum album"
"11968829","unknown"
"10939749","goniothalamus malayanus"
"13916049","cypripedium calceolus"
"5281676","xanthorhiza simplicissima"
"15379012","senecio rupestris"
"72715093","cotinus coggygria"
"16217806","unknown"
"16745274","boehmeria nivea"
"46233487","unknown"
"10032249","taxus cuspidata"
"1796220","solanum crinitum"
"3084655","unknown"
"90474163","swietenia mahagoni"
"11432381","styrax japonicus"
"5488283","diospyros kaki"
"71450427","saussurea katochaete"
"44584659","unknown"
"92221","zanthoxylum schinifolium"
"10327179","eriogaster lanestris"
"442345","pseudoxandra cuspidata"
"unknown","agastache rugosa"
"23535","zanthoxylum piperitum"
"11583","unknown"
"11754973","euphorbia segetalis"
"11375844","streptomyces kanamyceticus"
"5280656","crocus corsicus"
"13831068","streptomyces xanthochromogenes"
"22214027","flindersia australis"
"9986956","grindelia chiloensis"
"10032464","satureja montana"
"71719409","cyperus rotundus"
"unknown","unknown"
"165675","fragaria vesca"
"13894537","uvaria calamistrata"
"6453733","unknown"
"21115200","centrolobium tomentosum"
"46233487","coffea liberica"
"57333040","acacia orites"
"46899084","aglaia argentea"
"73353883","unknown"
"54672690","unknown"
"86279731","mikania hirsutissima"
"10023540","pachyrhizus erosus"
"5464170","unknown"
"639655","unknown"
"174673","strophanthus eminii"
"unknown","conocybe siliginea"
"5315394","epimedium sagittatum"
"165103","unknown"
"10896433","diadema antillarum"
"10466745","channa argus"
"23426807","sargassum siliquastrum"
"23243693","unknown"
"57396731","chelidonium majus"
"23656472","parmotrema nilgherrense"
"5319306","streptomyces aurantiogriseus"
"10439492","primula veris"
"10263028","unknown"
"11724027","unknown"
"42639820","cipadessa cinerascens"
"14177663","erythrina senegalensis"
"5318561","unknown"
"44422966","antirrhinum majus"
"52945557","unknown"
"632958","citrus sinensis"
"44566574","unknown"
"unknown","unknown"
"11432381","forsythia suspensa"
"11214625","castanea crenata"
"21602071","abies sachalinensis"
"25232021","larix lyallii"
"5319333","fallopia multiflora"
"185415","papaver radicatum"
"11144807","stephania succifera"
"102068587","lithocarpus polystachyus"
"6441280","unknown"
"5316590","veronica arvensis"
"639466","macaranga alnifolia"
"73356791","buchenavia tetraphylla"
"46899163","podocarpus hallii"
"unknown","unknown"
"11466145","chaetomium globosum"
"unknown","chloranthus sessilifolius"
"3084995","unknown"
"21123851","hunteria zeylanica"
"14414379","dolichospermum flos-aquae"
"49799784","gynoxys buxifolia"
"16069561","lophozonia menziesii"
"153922","unknown"
"70962","pterocaulon virgatum"
"12305452","ceiba insignis"
"13858192","afraegle paniculata"
"50994837","unknown"
"447434","sideritis glacialis"
"11151602","unknown"
"16898","unknown"
"6453733","phyllobates bicolor"
"6453733","unknown"
"10794828","euphorbia peplus"
"44575340","unknown"
"44567184","penicillium shearii"
"52948704","schisandra bicolor"
"11197","unknown"
"44589231","erythrina abyssinica"
"118712558","unknown"
"44592855","panax japonicus"
"18100","unknown"
"24813209","hygrophila erecta "
"13879946","panax notoginseng"
"442662","crotalaria spectabilis"
"5322095","blumea mollis"
"5491384","phormia regina"
"6441280","scorzonera pseudodivaricata"
"10387413","unknown"
"328236","citrus trifoliata"
"53320497","crocus chrysanthus"
"11498684","unknown"
"11793120","pluchea odorata"
"134142479","serpocaulon triseriale"
"15599558","unknown"
"44310181","mycetia nutans"
"5280511","unknown"
"14431369","denhamia bilocularis"
"53493313","magnolia tomentosa"
"21627696","arabidopsis thaliana"
"6437365","senna obtusifolia"
"57379940","unknown"
"11148775","unknown"
"15560101","bulgaria inquinans"
"76335389","lonicera japonica"
"5316144","unknown"
"89048","pellacalyx axillaris"
"182278","strychnos psilosperma"
"182278","unknown"
"11072999","unknown"
"11750568","schizolaena hystrix"
"15548728","oryza sativa"
"12189408","unknown"
"10840539","aristolochia heterophylla"
"636610","neolentinus lepideus"
"636825","passiflora morifolia"
"5280506","homo sapiens"
"11197","nelumbo nucifera"
"639655","handroanthus guayacan"
"10914066","neolentinus lepideus"
"60200222","arnica mollis"
"46939045","rhabdastrella globostellata"
"11251524","menisporopsis theobromae"
"54669753","inula hupehensis"
"42638806","unknown"
"10066342","rabdosia excisa"
"5464170","senecio triangularis"
"68128","unknown"
"68128","centaurea cheiranthifolia"
"23634515","argemone squarrosa"
"16216518","angelonia integerrima"
"13916049","curcuma caesia"
"71454057","papaver glaucum"
"73355775","perilla citriodora"
"176457","cichorium intybus"
"441958","unknown"
"5317050","sideritis syriaca"
"5318644","libocedrus plumosa"
"520423","corydalis solida"
"11165077","aspergillus falconensis"
"122181715","gelsemium elegans"
"12310250","monodora tenuifolia"
"46939423","katsuwonus pelamis"
"44575210","unknown"
"10414857","smilax china"
"442980","holarrhena pubescens"
"6440617","chamaecyparis obtusa"
"76317186","psiadia dentata"
"5491798","unknown"
"unknown","frasera caroliniensis"
"7945","homo sapiens"
"11148775","pterocaulon virgatum"
"637182","lindera umbellata"
"25156703","solanum aculeatissimum"
"44423103","artemisia argentea"
"5318045","aspergillus caespitosus"
"46227181","unknown"
"44584695","tripterospermum lanceolatum"
"154279","drymaria cordata"
"442789","croton montevidensis"
"11455867","unknown"
"unknown","zoanthus vietnamensis"
"15011079","silene villosa"
"267400","lindera aggregata"
"23260007","swietenia mahagoni"
"unknown","saururus chinensis"
"53356211","ficus benghalensis"
"16083145","unknown"
"44579872","unknown"
"1796220","tubocapsicum anomalum"
"44559423","casearia guianensis"
"25242995","lespedeza floribunda"
"11144807","tetraria capillaris"
"44576098","unknown"
"10401988","unknown"
"10438744","unknown"
"56675183","streptomyces sp."
"10084612","kopsia grandifolia"
"15560101","unknown"
"168136","unknown"
"12305452","unknown"
"16116602","macaranga alnifolia"
"9570127","jodina rhombifolia"
"49870969","arctotheca calendula"
"10508518","unknown"
"unknown","daucus virgatus"
"unknown","dactylospongia metachromia"
"6453733","unknown"
"unknown","monteverdia oblongata"
"12189408","vachellia leucophloea"
"10355169","veronica chamaedrys"
"10789350","unknown"
"unknown","unknown"
"10061042","gaultheria itoana"
"9864866","isoberlinia angolensis"
"440409","unknown"
"13894537","unknown"
"5321620","deguelia hatschbachii"
"unknown","anatheca montagnei"
"6920","gomesa radicans"
"11373632","sarcococca saligna"
"10391273","bombax ceiba"
"11434838","polianthes tuberosa"
"92221","atractylodes macrocephala"
"25202931","solanum aculeatissimum"
"11609971","unknown"
"25180708","callistemon viminalis"
"10812853","carijoa riisei"
"13916049","viguiera decurrens"
"639655","scedosporium boydii"
"10900865","broussonetia papyrifera"
"unknown","clerodendrum trichotomum"
"3084995","vatica diospyroides"
"46878903","helichrysum sutherlandii"
"73350586","holothuria atra"
"44612898","unknown"
"134142906","hypericum scabrum"
"11071897","unknown"
"10438744","unknown"
"unknown","unknown"
"13916049","unknown"
"10327179","unknown"
"14396856","unknown"
"71682092","clerodendrum trichotomum"
"10914828","aspergillus carneus"
"10401988","martensia denticulata"
"71451248","quercus imbricaria"
"unknown","unknown"
"132556481","clerodendrum trichotomum"
"5319306","unknown"
"10466747","litsea verticillata"
"unknown","hypericum perforatum"
"6920","unknown"
"11754973","unknown"
"9975905","acalycigorgia inermis"
"14841119","glycine max"
"149436","angelica gigas"
"49797880","haloxylon salicornicum"
"637182","populus tremula"
"54729463","unknown"
"11994177","hyattella intestinalis"
"16091681","cinnamodendron axillare"
"44422968","sphenoclea zeylanica"
"11127403","curcuma kwangsiensis"
"6920","unknown"
"3082861","tripolium pannonicum"
"11221150","stellaria dichotoma"
"10951947","pinus halepensis"
"54580211","ophioglossum pedunculosum"
"11754973","zanthoxylum monophyllum"
"24721539","anarsia lineatella"
"unknown","ascochyta viciae"
"4501","xanthoria aureola"
"122186894","scutellaria barbata"
"23624833","sarcophyton trocheliophorum"
"11488838","unknown"
"71665847","alstonia macrophylla"
"unknown","chloranthus serratus"
"44423103","brodiaea californica"
"15747356","artemisia assoana"
"11678667","melanophryniscus moreirae"
"830726","unknown"
"11655056","millettia pachycarpa"
"16109787","microtropis fokienensis"
"14108943","unknown"
"44576181","unknown"
"unknown","penicillium obscurum"
"10373534","acacia georginae"
"5316819","garcinia scortechinii"
"25232021","campanula hypopolia"
"66553578","haliclona sp."
"11609191","sinularia gibberosa"
"11455867","pinus thunbergii"
"122177570","photobacterium halotolerans"
"16657778","unknown"
"6604689","trollius europaeus"
"10675744","unknown"
"72338","unknown"
"13916049","aplysina archeri"
"9928523","unknown"
"13916049","unknown"
"92138","unknown"
"21604043","streptomyces djakartensis"
"24853962","unknown"
"11562492","unknown"
"44418770","ligustrum ovalifolium"
"102442768","aglaia perviridis"
"23427676","plakortis halichondrioides"
"unknown","davidsoniella virescens"
"159663","homo sapiens"
"10784502","dactylospongia metachromia"
"44444915","mucuna holtonii"
"10019513","unknown"
"11490943","nicotiana gossei"
"12310641","dickeya chrysanthemi"
"56839853","unknown"
"14332450","scutellaria indica"
"179","ficus carica"
"5319333","polygonum cuspidatum"
"11742743","unknown"
"11197","unknown"
"5382686","unknown"
"14108943","unknown"
"unknown","murraya tetramera"
"148745","aristolochia manshuriensis"
"441381","isatis tinctoria"
"21769760","unknown"
"101049550","apios americana"
"11432381","styrax japonicus"
"11678667","unknown"
"10393386","unknown"
"52948815","eucalyptus camaldulensis"
"16038940","crella incrustans"
"60200066","viburnum erubescens"
"unknown","camellia japonica"
"185415","bersama swinnyi"
"46848865","unknown"
"639655","agastache rugosa"
"11530417","unknown"
"unknown","pieris japonica"
"72715428","xylopia aethiopica"
"73353883","unknown"
"51041016","justicia betonica"
"11752938","styrax japonicus"
"46233487","unknown"
"5316144","cryptomeria fortunei "
"76328126","juniperus brevifolia"
"unknown","calycanthus floridus"
"66553496","kandelia candel"
"12310250","unknown"
"45482331","unknown"
"21778221","sarcophyton trocheliophorum"
"92221","lindera strichnifolia "
"46887086","illicium difengpi"
"656573","acer maximowiczianum"
"76322845","calliandra haematocephala"
"21594247","xanthoparmelia verruculifera"
"5281676","unknown"
"44567184","bipolaris heveae"
"4056967","euploca racemosa"
"unknown","penicillium herquei"
"unknown","murraya exotica"
"44614657","unknown"
"10007411","cotinus coggygria"
"57393816","nigella glandulifera"
"5280891","homo sapiens"
"44416729","bursera schlechtendalii"
"122195676","unknown"
"60200223","xanthorhiza simplicissima"
"3084995","diplacus longiflorus"
"13891365","dytiscus marginalis"
"11297287","unknown"
"56677066","paeonia rockii"
"101544","lactobacillus acidophilus"
"23656472","mentzelia decapetala"
"44254424","lindera aggregata"
"44157614","salvia dominica"
"637134","unknown"
"91439","unknown"
"5748538","unknown"
"134144430","euphorbia esula"
"unknown","unknown"
"13831068","iris ensata"
"unknown","gymnocarpium robertianum"
"94257","unknown"
"5315857","chrysosplenium oppositifolium"
"101316847","rhododendron molle"
"134142479","unknown"
"11490943","ulmus laciniata"
"44179579","saururus chinensis"
"5237032;1182","daphnia magna"
"unknown","unknown"
"46899165","aglaia argentea"
"131021","lychnophora antillana "
"10919701","botrytis cinerea"
"830726","unknown"
"44567184","turbo cornutus"
"44557710","flustra foliacea"
"11297287","urtica triangularis"
"10356188","goniothalamus thwaitesii"
"92221","unknown"
"44429735","unknown"
"101539727","thonningia sanguinea"
"11127403","curcuma aromatica"
"70962","hypericum polyanthemum"
"54584202","gordonia chrysandra "
"120734","corydalis mucronifera"
"6441280","citrus medica"
"70164","juniperus horizontalis"
"21625854","speranskia tuberculata"
"unknown","salvia plebeia"
"49831950","curcuma kwangsiensis"
"5319323","bassia muricata"
"unknown","hypericum monogynum"
"44445795","lathyrus tingitanus"
"31231","anchusa officinalis"
"44584531","briareum asbestinum"
"5322095","rhodobacter sphaeroides"
